Unnamed: 0,date,favourites_count,followers_count,language,location,retweet_count,screen_name,tweet,tweet_id,verified,hashtags,clean_tweet,processed_tweet
29,2020-09-05 04:00:01,2569.0,1630.0,en,United States,11838.0,CristyKessler,"RT @KamalaHarris: As we head into Labor Day weekend, please wear a mask, practice social distancing, and wash your hands. Coronavirus case…",1.3020941087233065e+18,0.0,[],": As we head into Labor Day weekend, please wear a mask, practice social distancing, and wash your hands. Coronavirus case","[':', 'As', 'head', 'labor', 'day', 'weekend', 'pleas', 'wear', 'mask', 'practic', 'social', 'distanc', 'wash', 'hand', 'coronaviru', 'case']"
5,2020-09-05 04:02:17,8145.0,12651.0,en,Colorado,320.0,zzzdogman,"RT @1talianG1rly: Phew, I almost caught COVID today, but I quickly jumped on a social distancing sticker and put an end to that $hit #Cl…",1.3020946774918963e+18,0.0,['Cl'],": Phew, I almost caught COVID today, but I quickly jumped on a social distancing sticker and put an end to that $hit","[':', 'phew', 'almost', 'caught', 'covid', 'today', 'quickli', 'jump', 'social', 'distanc', 'sticker', 'put', 'end', '$', 'hit']"
41,2020-09-05 04:07:22,5243.0,268.0,en,"Green Bay, Wisconsin",0.0,kyle34b,"@AaronNagler Curious, how was the theater in terms of safety with COVID (masks, distancing, etc)? I really want to see it but still apprehensive. I live in Green Bay so maybe different here too.",1.302095957782401e+18,0.0,[],"Curious, how was the theater in terms of safety with COVID (masks, distancing, etc)? I really want to see it but still apprehensive. I live in Green Bay so maybe different here too.","['curiou', 'theater', 'term', 'safeti', 'covid', 'mask', 'distanc', 'etc', 'realli', 'want', 'see', 'still', 'apprehens', 'live', 'green', 'bay', 'mayb', 'differ']"
22,2020-09-05 04:11:47,118112.0,19124.0,en,The South,41.0,angie_keathly,"RT @shossy2: High School football is back!! Whoohooooo No mask, no social distancing, just spread the love &amp; the coronavirus! Like Florida…",1.3020970662488064e+18,0.0,[],": High School football is back!! Whoohooooo No mask, no social distancing, just spread the love &amp; the coronavirus! Like Florida","[':', 'high', 'school', 'footbal', 'back', '!', '!', 'whoohooooo', 'No', 'mask', 'social', 'distanc', 'spread', 'love', '&', 'amp', 'coronaviru', '!', 'like', 'florida']"
32,2020-09-05 04:14:58,277195.0,71505.0,en,"Ohio, USA",340.0,ROCKONOHIO,RT @TrumpGirlOnFire: I almost caught COVID yesterday but I quickly stood on a social distancing sticker and put an end to that 💩! 🤣🤣 https:…,1.3020978677384192e+18,0.0,[],: I almost caught COVID yesterday but I quickly stood on a social distancing sticker and put an end to that ! https:,"[':', 'almost', 'caught', 'covid', 'yesterday', 'quickli', 'stood', 'social', 'distanc', 'sticker', 'put', 'end', '!', 'http', ':']"
8,2020-09-05 04:19:32,1517.0,940.0,en,"Houston, TX",0.0,Oclark38,These damn idiots that will be out on Labor Day with no masks and not practicing social distancing is going to possibly cause another Covid spike.,1.302099019225854e+18,0.0,[],These damn idiots that will be out on Labor Day with no masks and not practicing social distancing is going to possibly cause another Covid spike.,"['these', 'damn', 'idiot', 'labor', 'day', 'mask', 'practic', 'social', 'distanc', 'go', 'possibl', 'caus', 'anoth', 'covid', 'spike']"
18,2020-09-05 04:30:53,101740.0,5425.0,en,San Francisco,0.0,keithkurson,"@BeauLaBelle 3 months including whatever they’ve had to do for social distancing / covid? also that puts me squarely out of my “sorry, america is done in november” time frame",1.3021018731643126e+18,0.0,[],"months including whatever theyve had to do for social distancing / covid? also that puts me squarely out of my sorry, america is done in november time frame","['month', 'includ', 'whatev', 'theyv', 'social', 'distanc', '/', 'covid', 'also', 'put', 'squar', 'sorri', 'america', 'done', 'novemb', 'time', 'frame']"
4,2020-09-05 04:34:03,19060.0,216.0,en,"California, USA",0.0,caradenopal,"My neighbors are not social distancing. They are having a jolly good time, laughing, drunkenly having fun, and sharing their particles with one-another. I hope no one fucking has COVID. We are never getting out of this. #noronavirus #broronavirus #covidisntbrovid",1.30210267120615e+18,0.0,"['noronavirus', 'broronavirus', 'covidisntbrovid']","My neighbors are not social distancing. They are having a jolly good time, laughing, drunkenly having fun, and sharing their particles with one-another. I hope no one fucking has COVID. We are never getting out of this.","['My', 'neighbor', 'social', 'distanc', 'they', 'jolli', 'good', 'time', 'laugh', 'drunkenli', 'fun', 'share', 'particl', 'one-anoth', 'hope', 'one', 'fuck', 'covid', 'We', 'never', 'get']"
4,2020-09-05 04:36:00,91808.0,1630.0,en,"Las Vegas, NV",0.0,justinyost,"At Event, Eric Trump Played Up What His Dad Has Supposedly Done for Christians At an event without masks or social distancing indoors which is basically a consensus as a great vector for transmission of COVID, sure is great",1.302103162288042e+18,0.0,[],"At Event, Eric Trump Played Up What His Dad Has Supposedly Done for Christians At an event without masks or social distancing indoors which is basically a consensus as a great vector for transmission of COVID, sure is great","['At', 'event', 'eric', 'trump', 'play', 'Up', 'what', 'hi', 'dad', 'ha', 'supposedli', 'done', 'christian', 'At', 'event', 'without', 'mask', 'social', 'distanc', 'indoor', 'basic', 'consensu', 'great', 'vector', 'transmiss', 'covid', 'sure', 'great']"
37,2020-09-05 04:39:11,17972.0,3235.0,en,USA,24.0,DonAlton2,"RT @awokenbytruth: I almost caught Covid yesterday... But, I quickly stood on a social distancing sticker and put and end to that shit!",1.302103964725293e+18,0.0,[],": I almost caught Covid yesterday... But, I quickly stood on a social distancing sticker and put and end to that shit!","[':', 'almost', 'caught', 'covid', 'yesterday', '...', 'but', 'quickli', 'stood', 'social', 'distanc', 'sticker', 'put', 'end', 'shit', '!']"
