Unnamed: 0,date,favourites_count,followers_count,language,location,retweet_count,screen_name,tweet,tweet_id,verified,hashtags,clean_tweet,processed_tweet
24,2020-04-15 04:00:09,111221.0,4300.0,en,"Clermont, FL",983.0,cindyscott54,RT @DearAuntCrabby: Florida surgeon general removed from Governor DeSantis' coronavirus briefing after saying social distancing necessary u…,1.25027267665383e+18,0.0,[],: Florida surgeon general removed from Governor DeSantis' coronavirus briefing after saying social distancing necessary u,"[':', 'florida', 'surgeon', 'gener', 'remov', 'governor', 'desanti', 'coronaviru', 'brief', 'say', 'social', 'distanc', 'necessari', 'u']"
9,2020-04-15 04:02:11,3103.0,639.0,en,"Syracuse, UT",21.0,utahdavet,RT @BeReadyUtah: We're all feeling it. Stress and depression are common during #Coronavirus social distancing and after another #UtahEarthq…,1.2502731881408348e+18,0.0,"['Coronavirus', 'UtahEarthq']",: We're all feeling it. Stress and depression are common during social distancing and after another,"[':', 'We', ""'re"", 'feel', 'stress', 'depress', 'common', 'social', 'distanc', 'anoth']"
37,2020-04-15 04:03:08,10660.0,17859.0,en,"Thorofare, NJ",268.0,filnj,RT @RedPillMaC: Cheers 🍷🍷socializing with social distancing when you're completely #lockdown. #COVID19,1.2502734247163372e+18,0.0,"['lockdown', 'COVID19']",: Cheers socializing with social distancing when you're completely .,"[':', 'cheer', 'social', 'social', 'distanc', ""'re"", 'complet']"
21,2020-04-15 04:04:19,25070.0,139.0,en,"Morgan Hill, CA",83.0,RobDLC1,"RT @kingsrush: A Virginia pastor who held packed church service, in defiance of social distancing orders, dies of coronavirus. His wife is…",1.2502737224658084e+18,0.0,[],": A Virginia pastor who held packed church service, in defiance of social distancing orders, dies of coronavirus. His wife is","[':', 'A', 'virginia', 'pastor', 'held', 'pack', 'church', 'servic', 'defianc', 'social', 'distanc', 'order', 'die', 'coronaviru', 'hi', 'wife']"
2,2020-04-15 21:06:12,87781.0,1339.0,en,"Sarasota, FL",0.0,MommadebiToo,"@Kokomothegreat Pearl clutching is a NOT desired action. Getting PPE &amp; ventilators, flattening the #coronavirus numbers with social distancing &amp; isolation are needed. Collins failed to remove this madman from the WH when presented credible evidence. NOW she needs her opponent to win.",1.250530890528297e+18,0.0,['coronavirus'],"Pearl clutching is a NOT desired action. Getting PPE &amp; ventilators, flattening the numbers with social distancing &amp; isolation are needed. Collins failed to remove this madman from the WH when presented credible evidence. NOW she needs her opponent to win.","['pearl', 'clutch', 'not', 'desir', 'action', 'get', 'ppe', '&', 'amp', 'ventil', 'flatten', 'number', 'social', 'distanc', '&', 'amp', 'isol', 'need', 'collin', 'fail', 'remov', 'madman', 'WH', 'present', 'credibl', 'evid', 'now', 'need', 'oppon', 'win']"
9,2020-04-15 21:08:33,1198.0,37.0,en,Southern California,28.0,kcaly82,"RT @NBCNightlyNews: The U.S. may need to endure social distancing measures adopted during the coronavirus pandemic until 2022, according to…",1.2505314827008778e+18,0.0,[],": The U.S. may need to endure social distancing measures adopted during the coronavirus pandemic until , according to","[':', 'the', 'u.s.', 'may', 'need', 'endur', 'social', 'distanc', 'measur', 'adopt', 'coronaviru', 'pandem', 'accord']"
23,2020-04-15 21:08:47,974.0,2814.0,en,New England,0.0,GaryAckermanPhD,Coronavirus update: Social distancing is working. Now what? - Vox,1.2505315402972324e+18,0.0,[],Coronavirus update: Social distancing is working. Now what? - Vox,"['coronaviru', 'updat', ':', 'social', 'distanc', 'work', 'now', '-', 'vox']"
35,2020-04-15 21:09:54,7254.0,70520.0,en,"Philadelphia, PA",7.0,CecilyTynan,"RT @KatieKatro6abc: Social distancing measures may be necessary until 2022 to contain coronavirus pandemic, study shows",1.2505318222258012e+18,1.0,[],": Social distancing measures may be necessary until to contain coronavirus pandemic, study shows","[':', 'social', 'distanc', 'measur', 'may', 'necessari', 'contain', 'coronaviru', 'pandem', 'studi', 'show']"
38,2020-04-15 21:09:49,129584.0,26264.0,en,"Las Vegas, NV",0.0,Donna_West,No @mayoroflasvegas COVID is killing us. Physical distancing is saving us. Public health and safety first,1.2505318007214162e+18,0.0,[],No COVID is killing us. Physical distancing is saving us. Public health and safety first,"['No', 'covid', 'kill', 'us', 'physic', 'distanc', 'save', 'us', 'public', 'health', 'safeti', 'first']"
4,2020-04-15 21:13:49,177.0,433.0,en,"Lisle, IL",0.0,Endotronix,We’ve optimized our operations to incorporate social distancing and remote work to help slow the spread of #COVID19. Learn more: #doyourpart #stayhome #medtech,1.2505328081305313e+18,0.0,"['COVID19', 'doyourpart', 'stayhome', 'medtech']",Weve optimized our operations to incorporate social distancing and remote work to help slow the spread of . Learn more:,"['weve', 'optim', 'oper', 'incorpor', 'social', 'distanc', 'remot', 'work', 'help', 'slow', 'spread', 'learn', ':']"
