,Unnamed: 0,tweet_id,date,screen_name,location,tweet,retweet_count,favourites_count,hashtags,clean_tweet,processed_tweet,followers_count,language,verified
10,10,1295293492370038784,2020-08-17,imanoleagain,,I celebrated my birthday & mom's day alone. I didn't celebrate my bf's birthday or my Dad on Dad's Day. I missed out on previous protests. I've done my part. Stayed locked away because of #COVID19 despite others who can't bother wearing a mask. The case & death count rises. Cont.,0,0,['COVID19'],I celebrated my birthday & mom's day alone. I didn't celebrate my bf's birthday or my Dad on Dad's Day. I missed out on previous protests. I've done my part. Stayed locked away because of despite others who can't bother wearing a mask. The case & death count rises. Cont.,"['celebr', 'birthday', '&', 'mom', ""'s"", 'day', 'alon', ""n't"", 'celebr', 'bf', ""'s"", 'birthday', 'dad', 'dad', ""'s"", 'day', 'miss', 'previou', 'protest', ""'ve"", 'done', 'part', 'stay', 'lock', 'away', 'despit', 'other', 'ca', ""n't"", 'bother', 'wear', 'mask', 'the', 'case', '&', 'death', 'count', 'rise', 'cont']",0,en,
11,11,1295291686143299584,2020-08-17,trisin7,,This is not the labs fault. They are working hard and trying their best. Blame the people who refuse to wear masks or do social distancing. This is the main cause for the rise of Covid19 cases. We are battling 2 pandemics here! pic.twitter.com/KweW0TSLh6,0,1,[],This is not the labs fault. They are working hard and trying their best. Blame the people who refuse to wear masks or do social distancing. This is the main cause for the rise of Covid19 cases. We are battling pandemics here!,"['thi', 'lab', 'fault', 'they', 'work', 'hard', 'tri', 'best', 'blame', 'peopl', 'refus', 'wear', 'mask', 'social', 'distanc', 'thi', 'main', 'caus', 'rise', 'covid19', 'case', 'We', 'battl', 'pandem', '!']",0,en,
12,12,1297006249033293824,2020-08-21,simafortx,,"As of tonight, 11,000 Texans have died of #COVID19. Yet here is @DanCrenshawTX — the man who preaches about “doing our part” and taking “personal responsibility” — holding ANOTHER maskless event. This man is a dangerous hypocrite with no regard for the health of our families. …",735,2218,['COVID19'],"As of tonight, Texans have died of . Yet here is the man who preaches about doing our part and taking personal responsibility holding ANOTHER maskless event. This man is a dangerous hypocrite with no regard for the health of our families.","['As', 'tonight', 'texan', 'die', 'yet', 'man', 'preach', 'part', 'take', 'person', 'respons', 'hold', 'anoth', 'maskless', 'event', 'thi', 'man', 'danger', 'hypocrit', 'regard', 'health', 'famili']",0,en,
13,13,1296926642573647874,2020-08-21,surgeon_general,,Shoutout to @UABNews for their efforts to draw attention to the 3 W's to prevent the spread of #COVID19. #UABunited ✅ Watch your distance ✅ Wear a mask ✅ Wash your hands pic.twitter.com/7aXAWwtKki,31,91,"['COVID19', 'UABunited']",Shoutout to for their efforts to draw attention to the W's to prevent the spread of . Watch your distance Wear a mask Wash your hands,"['shoutout', 'effort', 'draw', 'attent', 'W', ""'s"", 'prevent', 'spread', 'watch', 'distanc', 'wear', 'mask', 'wash', 'hand']",0,en,
14,14,1296993698807533570,2020-08-21,tuki_nii,,"I got so fed up with people not wearing the mask correctly, I created my own mask #COVID19 #MaskUp #TheGoesYourMaskOverNose pic.twitter.com/VrmLmz46At",2,12,"['COVID19', 'MaskUp', 'TheGoesYourMaskOverNose']","I got so fed up with people not wearing the mask correctly, I created my own mask","['got', 'fed', 'peopl', 'wear', 'mask', 'correctli', 'creat', 'mask']",0,en,
15,15,1296871174144528384,2020-08-21,govsisolak,,"Thank you @MKNVSpeaks for this important reminder. Wearing a mask, practicing social distance and practicing basic hygiene will help slow the spread of #COVID19. …",17,119,['COVID19'],"Thank you for this important reminder. Wearing a mask, practicing social distance and practicing basic hygiene will help slow the spread of .","['thank', 'import', 'remind', 'wear', 'mask', 'practic', 'social', 'distanc', 'practic', 'basic', 'hygien', 'help', 'slow', 'spread']",0,en,
16,16,1296978807417704448,2020-08-21,drrossanarosa,,"#Iowa- Total 54,653, new 823, deaths 1019 Sure, colleges should have clear guidance for masks and limit gatherings. But who will take ""disciplinary action"" against those who created the conditions for our current #COVID19 situation? Campus parties didn't get us to this point. pic.twitter.com/oSd0Ig8bSI",34,102,"['Iowa', 'COVID19']","- Total , new , deaths Sure, colleges should have clear guidance for masks and limit gatherings. But who will take ""disciplinary action"" against those who created the conditions for our current situation? Campus parties didn't get us to this point.","['-', 'total', 'new', 'death', 'sure', 'colleg', 'clear', 'guidanc', 'mask', 'limit', 'gather', 'but', 'take', '``', 'disciplinari', 'action', ""''"", 'creat', 'condit', 'current', 'situat', 'campu', 'parti', ""n't"", 'get', 'us', 'point']",0,en,
17,17,1296843718981382144,2020-08-21,uutah,,#COVID19 Risk Levels between carriers & non-carriers: 😷 ➡️ 😷 LOW 🙂 ➡️ 😷 MEDIUM 😷 ➡️ 🙂 MEDIUM 🙂 ➡️ 🙂 HIGH Wear a mask to help protect yourself and others #FaceMaskFriday #MaskUpUtah pic.twitter.com/aZ103u0Kbw,27,68,"['COVID19', 'FaceMaskFriday', 'MaskUpUtah']",Risk Levels between carriers & non-carriers: LOW MEDIUM MEDIUM HIGH Wear a mask to help protect yourself and others,"['risk', 'level', 'carrier', '&', 'non-carri', ':', 'low', 'medium', 'medium', 'high', 'wear', 'mask', 'help', 'protect', 'other']",0,en,
18,18,1296840173989355521,2020-08-21,imajorwish,,"Just because things are opening up, do NOT stop getting tested, social distancing and wearing masks. Georgia is #1 in the nation for new cases of #COVID19. NUMBER ONE!! People are dying. Let’s do our part! #WeAreDoneDying pic.twitter.com/LReKDdSkol",5,13,"['1', 'COVID19', 'WeAreDoneDying']","Just because things are opening up, do NOT stop getting tested, social distancing and wearing masks. Georgia is in the nation for new cases of . NUMBER ONE!! People are dying. Lets do our part!","['just', 'thing', 'open', 'not', 'stop', 'get', 'test', 'social', 'distanc', 'wear', 'mask', 'georgia', 'nation', 'new', 'case', 'number', 'one', '!', '!', 'peopl', 'die', 'let', 'part', '!']",0,en,
19,19,1296704840601608193,2020-08-21,aminajmohammed,,Dear Friends It's day 163 of the #COVID19 pandemic #Handwashing Wearing a mask Physical distancing Are still 3 of the best ways we can protect ourselves and each other Keep well Keep safe Let's all keep it going! pic.twitter.com/BcYaxIF2g6,205,695,"['COVID19', 'Handwashing']",Dear Friends It's day of the pandemic Wearing a mask Physical distancing Are still of the best ways we can protect ourselves and each other Keep well Keep safe Let's all keep it going!,"['dear', 'friend', 'It', ""'s"", 'day', 'pandem', 'wear', 'mask', 'physic', 'distanc', 'are', 'still', 'best', 'way', 'protect', 'keep', 'well', 'keep', 'safe', 'let', ""'s"", 'keep', 'go', '!']",0,en,
20,20,1296748884241211393,2020-08-21,asteiner,,"“We don’t wear masks not because we don’t want to, but because we cannot afford to buy them.” In Sierra Leone see how @UNDP is supporting communities to beat #COVID19 as part of a mass awareness campaign on #COVID19 prevention measures. @UNDPAfrica 👉",34,97,"['COVID19', 'COVID19']","We dont wear masks not because we dont want to, but because we cannot afford to buy them. In Sierra Leone see how is supporting communities to beat as part of a mass awareness campaign on prevention measures.","['We', 'dont', 'wear', 'mask', 'dont', 'want', 'afford', 'buy', 'In', 'sierra', 'leon', 'see', 'support', 'commun', 'beat', 'part', 'mass', 'awar', 'campaign', 'prevent', 'measur']",0,en,
21,21,1296783442772885505,2020-08-21,stevenalch,,"Incredibly proud of the great work @BankofAmerica is doing throughout Central Florida. 380,000 masks delivered to the most vulnerable in our community via @feedhopenow, @ONYXmag, @hcch_orlando, and @agift4teaching. Stay safe and #MaskUp #COVID19 pic.twitter.com/OiVyhs2Ueq",6,20,"['MaskUp', 'COVID19']","Incredibly proud of the great work is doing throughout Central Florida. masks delivered to the most vulnerable in our community via , , , and . Stay safe and","['incred', 'proud', 'great', 'work', 'throughout', 'central', 'florida', 'mask', 'deliv', 'vulner', 'commun', 'via', 'stay', 'safe']",0,en,
22,22,1296702858071547910,2020-08-21,kabduljawadmd,,"This lockdown is not a solution for #Covid19 ; it's a sign of failure. Lebanese need to understand that compliance with masks & social distancing is the only way forward in the near future. If nobody wants to listen, this cycle of opening & closing the country will go on.",34,94,['Covid19'],"This lockdown is not a solution for ; it's a sign of failure. Lebanese need to understand that compliance with masks & social distancing is the only way forward in the near future. If nobody wants to listen, this cycle of opening & closing the country will go on.","['thi', 'lockdown', 'solut', ""'s"", 'sign', 'failur', 'lebanes', 'need', 'understand', 'complianc', 'mask', '&', 'social', 'distanc', 'way', 'forward', 'near', 'futur', 'If', 'nobodi', 'want', 'listen', 'cycl', 'open', '&', 'close', 'countri', 'go']",0,en,
23,23,1296674622990155776,2020-08-21,8yogagirl8,,"Keep crowding together, not wearing masks & this #COVID19 #Pandemic is never going to be under control. Thank goodness @JoeBiden has a plan for that. #BidenHarris2020 …",0,1,"['COVID19', 'Pandemic', 'BidenHarris2020']","Keep crowding together, not wearing masks & this is never going to be under control. Thank goodness has a plan for that.","['keep', 'crowd', 'togeth', 'wear', 'mask', '&', 'never', 'go', 'control', 'thank', 'good', 'plan']",0,en,
24,24,1298063485809627147,2020-08-24,michaelmina_lab,,"An in depth nuanced discussion of #COVID19 responses, the role for appropriately defining our goals (which I suggest in it that we have not done well), lockdowns, masks, testing and finding our way back to some semblance of normalcy. @greg_ip …",28,71,['COVID19'],"An in depth nuanced discussion of responses, the role for appropriately defining our goals (which I suggest in it that we have not done well), lockdowns, masks, testing and finding our way back to some semblance of normalcy.","['An', 'depth', 'nuanc', 'discuss', 'respons', 'role', 'appropri', 'defin', 'goal', 'suggest', 'done', 'well', 'lockdown', 'mask', 'test', 'find', 'way', 'back', 'semblanc', 'normalci']",0,en,
25,25,1298013045000671232,2020-08-24,yogachampagne,,Get used to wearing masks forever #covid19 pic.twitter.com/zdwYkeatzn,0,2,['covid19'],Get used to wearing masks forever,"['get', 'use', 'wear', 'mask', 'forev']",0,en,
26,26,1297983295473557516,2020-08-24,picardonhealth,,"Ontario nurses weigh in on school debate: @RNAO says class sizes should not exceed 15, and all kids over 3 should wear masks,😷 by @Shawn_Jeffords … via @TheTorontoSun @DorisGrinspun #Covid19 #BackToSchool🎒",166,279,"['Covid19', 'BackToSchool']","Ontario nurses weigh in on school debate: says class sizes should not exceed , and all kids over should wear masks, by via","['ontario', 'nurs', 'weigh', 'school', 'debat', ':', 'say', 'class', 'size', 'exceed', 'kid', 'wear', 'mask', 'via']",0,en,
27,27,1297920498869796864,2020-08-24,waterkeeper,,"#COVID19 waste is clogging our oceans & waterways with gloves, masks, hand sanitizer & all forms of vital PPE. Consider using a reusable mask & dispose of your PPE safely to create a healthier environment — not a more toxic one. More from @CA_Waterkeepers:",54,58,['COVID19'],"waste is clogging our oceans & waterways with gloves, masks, hand sanitizer & all forms of vital PPE. Consider using a reusable mask & dispose of your PPE safely to create a healthier environment not a more toxic one. More from :","['wast', 'clog', 'ocean', '&', 'waterway', 'glove', 'mask', 'hand', 'sanit', '&', 'form', 'vital', 'ppe', 'consid', 'use', 'reusabl', 'mask', '&', 'dispos', 'ppe', 'safe', 'creat', 'healthier', 'environ', 'toxic', 'one', 'more', ':']",0,en,
28,28,1297979322486018048,2020-08-24,gavinnewsom,,"#COVID19 update: - Tests reported: 111,456 - Positive cases: 4,946 - 7 day average caseload: 5,798 - Positivity rate: 6.5% We continue to see modest declines overall -- but COVID-19 has NOT gone away. If you’re evacuated, stay safe. Wear your mask. Practice physical distancing.",392,1966,['COVID19'],"update: - Tests reported: - Positive cases: - day average caseload: - Positivity rate: % We continue to see modest declines overall -- but COVID-19 has NOT gone away. If youre evacuated, stay safe. Wear your mask. Practice physical distancing.","['updat', ':', '-', 'test', 'report', ':', '-', 'posit', 'case', ':', '-', 'day', 'averag', 'caseload', ':', '-', 'posit', 'rate', ':', '%', 'We', 'continu', 'see', 'modest', 'declin', 'overal', '--', 'covid-19', 'not', 'gone', 'away', 'If', 'your', 'evacu', 'stay', 'safe', 'wear', 'mask', 'practic', 'physic', 'distanc']",0,en,
29,29,1297919180189073409,2020-08-24,governorva,,"Monday #COVID19 update: ✅ Statewide percent positivity continues to trend downward—7-day average is 6.4% ✅ Lowest hospitalization number since mid-July: 1,127 ✅@VDHgov reported 664 new cases in the last 24 hours As always, please download COVIDWISE and wear your mask!",91,420,['COVID19'],"Monday update: Statewide percent positivity continues to trend downward7-day average is % Lowest hospitalization number since mid-July: reported new cases in the last hours As always, please download COVIDWISE and wear your mask!","['monday', 'updat', ':', 'statewid', 'percent', 'posit', 'continu', 'trend', 'downward7-day', 'averag', '%', 'lowest', 'hospit', 'number', 'sinc', 'mid-juli', ':', 'report', 'new', 'case', 'last', 'hour', 'As', 'alway', 'pleas', 'download', 'covidwis', 'wear', 'mask', '!']",0,en,
30,30,1297915336994545664,2020-08-24,environmentca,,"We’re wearing masks to help protect against #COVID19 – but #DYK how to dispose of them? Single-use masks and gloves belong in plastic-lined garbage bins after use. Do not recycle, flush, or litter! #BeatPollution pic.twitter.com/n6Wzb5F7HE",124,117,"['COVID19', 'DYK', 'BeatPollution']","Were wearing masks to help protect against but how to dispose of them? Single-use masks and gloves belong in plastic-lined garbage bins after use. Do not recycle, flush, or litter!","['were', 'wear', 'mask', 'help', 'protect', 'dispos', 'single-us', 'mask', 'glove', 'belong', 'plastic-lin', 'garbag', 'bin', 'use', 'Do', 'recycl', 'flush', 'litter', '!']",0,en,
31,31,1297907114220888066,2020-08-24,thedirtybirds2,,"Let’s #RiseUp Falcons fans! Show your team spirit and wear your Falcons mask. Also keep your distance, much like our #11 in the open field🤭🔥. So together WE can prevent #COVID19.",0,0,"['RiseUp', '11', 'COVID19']","Lets Falcons fans! Show your team spirit and wear your Falcons mask. Also keep your distance, much like our in the open field. So together WE can prevent .","['let', 'falcon', 'fan', '!', 'show', 'team', 'spirit', 'wear', 'falcon', 'mask', 'also', 'keep', 'distanc', 'much', 'like', 'open', 'field', 'So', 'togeth', 'WE', 'prevent']",0,en,
32,32,1297897567339020289,2020-08-24,cityofatlanta,,Don’t forget your mask if you have to leave the house today! It’s a small act that goes a long way to fight #COVID19 and keep your neighbors safe. #ATLStrong pic.twitter.com/E5C1cb1YRU,56,189,"['COVID19', 'ATLStrong']",Dont forget your mask if you have to leave the house today! Its a small act that goes a long way to fight and keep your neighbors safe.,"['dont', 'forget', 'mask', 'leav', 'hous', 'today', '!', 'it', 'small', 'act', 'goe', 'long', 'way', 'fight', 'keep', 'neighbor', 'safe']",0,en,
33,33,1297896445308280833,2020-08-24,governortomwolf,,Not wearing a mask during the global #COVID19 pandemic and drunk driving are alike in that both actions can harm others. Thank you for wearing a mask when out in public. #MaskUpPA …,115,758,"['COVID19', 'MaskUpPA']",Not wearing a mask during the global pandemic and drunk driving are alike in that both actions can harm others. Thank you for wearing a mask when out in public.,"['not', 'wear', 'mask', 'global', 'pandem', 'drunk', 'drive', 'alik', 'action', 'harm', 'other', 'thank', 'wear', 'mask', 'public']",0,en,
34,34,1297850515641040896,2020-08-24,eastdurhamtrust,,A huge thank you to NAD Lab UK for their donation of 150 reusable and 50 disposable face masks. We will be distributing these to local community venues to help their staff and visitors stay safe. EDT staff Helen and Colin are modelling the reusable masks😷 #COVID19 #facemask pic.twitter.com/u1hcFgF1S4,4,10,"['COVID19', 'facemask']",A huge thank you to NAD Lab UK for their donation of reusable and disposable face masks. We will be distributing these to local community venues to help their staff and visitors stay safe. EDT staff Helen and Colin are modelling the reusable masks,"['A', 'huge', 'thank', 'nad', 'lab', 'UK', 'donat', 'reusabl', 'dispos', 'face', 'mask', 'We', 'distribut', 'local', 'commun', 'venu', 'help', 'staff', 'visitor', 'stay', 'safe', 'edt', 'staff', 'helen', 'colin', 'model', 'reusabl', 'mask']",0,en,
35,35,1297770568285130753,2020-08-24,ravira,,"No masks; no social distancing. Not a good look, @CPC_HQ! #COVID19",0,0,['COVID19'],"No masks; no social distancing. Not a good look, !","['No', 'mask', 'social', 'distanc', 'not', 'good', 'look', '!']",0,en,
36,36,1297763833029828609,2020-08-24,codrouge,,The mask wearing inconsistency in his campaign room is a great indicator where this is going. #COVID19,2,23,['COVID19'],The mask wearing inconsistency in his campaign room is a great indicator where this is going.,"['the', 'mask', 'wear', 'inconsist', 'campaign', 'room', 'great', 'indic', 'go']",0,en,
37,37,1297761125375901696,2020-08-24,ianadastra,,"I attend a gym which was spacious even before Covid19 & which is scrupulous about social distancing & mask wearing, screens for fever upon entry, constantly washes down equipment & which has huge jugs of hand sanitizer everywhere. There's some risk, but I think worth it.",0,0,[],"I attend a gym which was spacious even before Covid19 & which is scrupulous about social distancing & mask wearing, screens for fever upon entry, constantly washes down equipment & which has huge jugs of hand sanitizer everywhere. There's some risk, but I think worth it.","['attend', 'gym', 'spaciou', 'even', 'covid19', '&', 'scrupul', 'social', 'distanc', '&', 'mask', 'wear', 'screen', 'fever', 'upon', 'entri', 'constantli', 'wash', 'equip', '&', 'huge', 'jug', 'hand', 'sanit', 'everywher', 'there', ""'s"", 'risk', 'think', 'worth']",0,en,
38,38,1293030354077585408,2020-08-10,miheekimkort,,"Reading about New Zealand makes my heart ache with longing—the photos of people, probably family but also clearly strangers, together in restaurants and parks, no masks in sight, and they are 101 days with no community spread. #COVID19",7,48,['COVID19'],"Reading about New Zealand makes my heart ache with longingthe photos of people, probably family but also clearly strangers, together in restaurants and parks, no masks in sight, and they are days with no community spread.","['read', 'new', 'zealand', 'make', 'heart', 'ach', 'longingth', 'photo', 'peopl', 'probabl', 'famili', 'also', 'clearli', 'stranger', 'togeth', 'restaur', 'park', 'mask', 'sight', 'day', 'commun', 'spread']",0,en,
39,39,1292984651699703808,2020-08-10,charlienelms,,"Several weeks ago I tweeted that COVID19 is not a hoax and encouraged ppl to follow CDC guidelines on masks, distancing & hand washing. Today, my brother, Rev. Roy Nelms, succumbed to the virus. Physically gone but will always present in our hearts. He touched countless lives...",11,160,[],"Several weeks ago I tweeted that COVID19 is not a hoax and encouraged ppl to follow CDC guidelines on masks, distancing & hand washing. Today, my brother, Rev. Roy Nelms, succumbed to the virus. Physically gone but will always present in our hearts. He touched countless lives...","['sever', 'week', 'ago', 'tweet', 'covid19', 'hoax', 'encourag', 'ppl', 'follow', 'cdc', 'guidelin', 'mask', 'distanc', '&', 'hand', 'wash', 'today', 'brother', 'rev', 'roy', 'nelm', 'succumb', 'viru', 'physic', 'gone', 'alway', 'present', 'heart', 'He', 'touch', 'countless', 'live', '...']",0,en,
40,40,1292834429145055232,2020-08-10,j_shackelford,,"Today’s a great day for @GovParsonMO to issue a 4-6 week statewide mask mandate. We must do all we can to flatten the curve, lower our case numbers, and stop the spread of #COVID19 This will help our: - Schools, students, and teachers - Econony, businesses, and employees",13,50,['COVID19'],"Todays a great day for to issue a -6 week statewide mask mandate. We must do all we can to flatten the curve, lower our case numbers, and stop the spread of This will help our: - Schools, students, and teachers - Econony, businesses, and employees","['today', 'great', 'day', 'issu', '-6', 'week', 'statewid', 'mask', 'mandat', 'We', 'must', 'flatten', 'curv', 'lower', 'case', 'number', 'stop', 'spread', 'thi', 'help', ':', '-', 'school', 'student', 'teacher', '-', 'econoni', 'busi', 'employe']",0,en,
41,41,1292786081906270208,2020-08-10,jsfreed,,21 people shot. A gathering of 100s wo masks that violated #COVID19 restrictions. Cops on the scene from start of party. And @ChmnMendelson says there’s nothing we can do to keep people safe. 1/ …,0,1,['COVID19'],people shot. A gathering of s wo masks that violated restrictions. Cops on the scene from start of party. And says theres nothing we can do to keep people safe. /,"['peopl', 'shot', 'A', 'gather', 'wo', 'mask', 'violat', 'restrict', 'cop', 'scene', 'start', 'parti', 'and', 'say', 'there', 'noth', 'keep', 'peopl', 'safe', '/']",0,en,
42,42,1292688362760015874,2020-08-10,twwest60,,"Not a privilege. If it was a privilege, he wouldn’t have had to pay for it. And remember, that mask to Covid19 is like a chain link fence to a mosquito. Hence, social distancing. O2 levels already reduced in the cabin, then add the mask? To AA, the dollar trumps distancing.",0,33,[],"Not a privilege. If it was a privilege, he wouldnt have had to pay for it. And remember, that mask to Covid19 is like a chain link fence to a mosquito. Hence, social distancing. O2 levels already reduced in the cabin, then add the mask? To AA, the dollar trumps distancing.","['not', 'privileg', 'If', 'privileg', 'wouldnt', 'pay', 'and', 'rememb', 'mask', 'covid19', 'like', 'chain', 'link', 'fenc', 'mosquito', 'henc', 'social', 'distanc', 'O2', 'level', 'alreadi', 'reduc', 'cabin', 'add', 'mask', 'To', 'AA', 'dollar', 'trump', 'distanc']",0,en,
43,43,1292687690492784646,2020-08-10,gointocanada,,"There’s just, I want to say so much stupidity, but I’m not sure if that’s fair. Like teens having #COVID19 parties, 250k motorcyclists w/no masks in SD, adults having family parties, eating in restaurants... Is it stupid or just REALLY gullible/naive?🤷‍♀️",0,0,['COVID19'],"Theres just, I want to say so much stupidity, but Im not sure if thats fair. Like teens having parties, k motorcyclists w/no masks in SD, adults having family parties, eating in restaurants... Is it stupid or just REALLY gullible/naive?","['there', 'want', 'say', 'much', 'stupid', 'Im', 'sure', 'that', 'fair', 'like', 'teen', 'parti', 'k', 'motorcyclist', 'w/no', 'mask', 'SD', 'adult', 'famili', 'parti', 'eat', 'restaur', '...', 'Is', 'stupid', 'realli', 'gullible/na']",0,en,
44,44,1297216963580747777,2020-08-22,drleanawen,,A @JAMA_current study of breastmilk & #covid19: SARS-CoV-2 does not appear to be transmitted via breastmilk. Good news given the benefits of breastfeeding! Nursing moms with #covid19 should wear masks + wash hands & pump parts well. …,70,231,"['covid19', 'covid19']",A study of breastmilk & : SARS-CoV-2 does not appear to be transmitted via breastmilk. Good news given the benefits of breastfeeding! Nursing moms with should wear masks + wash hands & pump parts well.,"['A', 'studi', 'breastmilk', '&', ':', 'sars-cov-2', 'appear', 'transmit', 'via', 'breastmilk', 'good', 'news', 'given', 'benefit', 'breastfeed', '!', 'nurs', 'mom', 'wear', 'mask', '+', 'wash', 'hand', '&', 'pump', 'part', 'well']",0,en,
45,45,1297156567683354625,2020-08-22,governortomwolf,,Mask-wearing is crucial to stop the spread of #COVID19. No mask = no service. pic.twitter.com/deT39y94OV,312,1679,['COVID19'],Mask-wearing is crucial to stop the spread of . No mask = no service.,"['mask-wear', 'crucial', 'stop', 'spread', 'No', 'mask', '=', 'servic']",0,en,
