,Unnamed: 0,tweet_id,date,screen_name,location,tweet,retweet_count,favourites_count,hashtags,clean_tweet,processed_tweet,followers_count,language,verified
46,46,1297291204049227779,2020-08-22,cdcgov,,"We must continue to help slow the spread of #COVID19 for ourselves, our loved ones, and our future. Do your part and wear a mask, stay 6 feet away from others, and wash your hands. Learn more: . pic.twitter.com/mNhwhWC688",272,548,['COVID19'],"We must continue to help slow the spread of for ourselves, our loved ones, and our future. Do your part and wear a mask, stay feet away from others, and wash your hands. Learn more: .","['We', 'must', 'continu', 'help', 'slow', 'spread', 'love', 'one', 'futur', 'Do', 'part', 'wear', 'mask', 'stay', 'feet', 'away', 'other', 'wash', 'hand', 'learn', ':']",0,en,
47,47,1297117952324579330,2020-08-22,mikeandersonsr,,"Roughly 5 million Americans have tested positive for #COVID19. 98% have recovered. <200,000 have died. More than 320,000,000 Americans are unaffected. Joe Biden and the Democrats want the 320 million to shelter at home, wear a mask, & shut down the entire country. Stupidity.",116,171,['COVID19'],"Roughly million Americans have tested positive for . % have recovered. <200,000 have died. More than Americans are unaffected. Joe Biden and the Democrats want the million to shelter at home, wear a mask, & shut down the entire country. Stupidity.","['roughli', 'million', 'american', 'test', 'posit', '%', 'recov', '<', '200,000', 'die', 'more', 'american', 'unaffect', 'joe', 'biden', 'democrat', 'want', 'million', 'shelter', 'home', 'wear', 'mask', '&', 'shut', 'entir', 'countri', 'stupid']",0,en,
48,48,1297316980534521856,2020-08-22,picardonhealth,,.@WHO says children aged 12 and over should wear masks😷 like adults via ⁦@globeandmail⁩ #Covid19 #MasksForAll …,103,160,"['Covid19', 'MasksForAll']",. says children aged and over should wear masks like adults via,"['say', 'children', 'age', 'wear', 'mask', 'like', 'adult', 'via']",0,en,
49,49,1297078345914634240,2020-08-22,fallysombonkhwa,,wef: 5 myths about face masks under the microscope #COVID19 #masks pic.twitter.com/kWruJhFH7L,0,0,"['COVID19', 'masks']",wef: myths about face masks under the microscope,"['wef', ':', 'myth', 'face', 'mask', 'microscop']",0,en,
50,50,1297138576459694080,2020-08-22,cloneywill,,#COVID19 please bin your masks correctly.. 😡😡 pic.twitter.com/tCzpsMk2da,2,8,['COVID19'],please bin your masks correctly..,"['pleas', 'bin', 'mask', 'correctli', '..']",0,en,
51,51,1297196527300091905,2020-08-22,cagsil,,"#COVID19 - Biggest COVER-UP for wireless transmissions boost to #5G! COVID19 is a side-effect on public. Coinciding with a public wearing masks, regardless of being inside buildings or not, work with #5G to weaken immune systems, and make even more people sick. Being #Poisoned! pic.twitter.com/ny0ATC4wTz",3,8,"['COVID19', '5G', '5G', 'Poisoned']","- Biggest COVER-UP for wireless transmissions boost to ! COVID19 is a side-effect on public. Coinciding with a public wearing masks, regardless of being inside buildings or not, work with to weaken immune systems, and make even more people sick. Being !","['-', 'biggest', 'cover-up', 'wireless', 'transmiss', 'boost', '!', 'covid19', 'side-effect', 'public', 'coincid', 'public', 'wear', 'mask', 'regardless', 'insid', 'build', 'work', 'weaken', 'immun', 'system', 'make', 'even', 'peopl', 'sick', 'be', '!']",0,en,
52,52,1297186635881361409,2020-08-22,bogochisaac,,"For those who are sending me messages regarding schools and #COVID19 – please first have a look online at how I’ve advocated/discussed the need for physical distancing, mask wearing, sanitation, etc to facilitate plans to return safely. These are pretty easy to find.",71,571,['COVID19'],"For those who are sending me messages regarding schools and please first have a look online at how Ive advocated/discussed the need for physical distancing, mask wearing, sanitation, etc to facilitate plans to return safely. These are pretty easy to find.","['for', 'send', 'messag', 'regard', 'school', 'pleas', 'first', 'look', 'onlin', 'ive', 'advocated/discuss', 'need', 'physic', 'distanc', 'mask', 'wear', 'sanit', 'etc', 'facilit', 'plan', 'return', 'safe', 'these', 'pretti', 'easi', 'find']",0,en,
53,53,1297159250301648896,2020-08-22,cityofatlanta,,Don’t forget your mask if you have to leave the house today! It’s a small act that goes a long way to fight #COVID19 and keep your neighbors safe. #ATLStrong pic.twitter.com/9LaShAP8mB,67,177,"['COVID19', 'ATLStrong']",Dont forget your mask if you have to leave the house today! Its a small act that goes a long way to fight and keep your neighbors safe.,"['dont', 'forget', 'mask', 'leav', 'hous', 'today', '!', 'it', 'small', 'act', 'goe', 'long', 'way', 'fight', 'keep', 'neighbor', 'safe']",0,en,
54,54,1297160463000784903,2020-08-22,israelmarrero10,,"""I CAN'T SLEEP ""every time I can't paying my bills. I can't sleep. time people are died of covid19. I can't sleep.time the police get defunding I can't sleep.time the political party don't care. can't sleep. time I wear face mask I can't sleep .time I wake up ""I can't sleep""!!? pic.twitter.com/e7xHPm4LgA",0,0,[],"""I CAN'T SLEEP ""every time I can't paying my bills. I can't sleep. time people are died of covid19. I can't sleep.time the police get defunding I can't sleep.time the political party don't care. can't sleep. time I wear face mask I can't sleep .time I wake up ""I can't sleep""!!?","['``', 'CA', ""n't"", 'sleep', '``', 'everi', 'time', 'ca', ""n't"", 'pay', 'bill', 'ca', ""n't"", 'sleep', 'time', 'peopl', 'die', 'covid19', 'ca', ""n't"", 'sleep.tim', 'polic', 'get', 'defund', 'ca', ""n't"", 'sleep.tim', 'polit', 'parti', ""n't"", 'care', 'ca', ""n't"", 'sleep', 'time', 'wear', 'face', 'mask', 'ca', ""n't"", 'sleep', '.time', 'wake', '``', 'ca', ""n't"", 'sleep', ""''"", '!', '!']",0,en,
55,55,1297054574453428224,2020-08-22,scotthotlanta,,I watch a lot of #LawAndOrder it seems to me that someone who can not know if they are positive for #COVID19 Is like someone who does not know if their pistol is loaded. Not wearing a mask is pointing a pistol at me. That is attempted depraved indifference murder 2. Hook ‘em up.,0,1,"['LawAndOrder', 'COVID19']",I watch a lot of it seems to me that someone who can not know if they are positive for Is like someone who does not know if their pistol is loaded. Not wearing a mask is pointing a pistol at me. That is attempted depraved indifference murder . Hook em up.,"['watch', 'lot', 'seem', 'someon', 'know', 'posit', 'Is', 'like', 'someon', 'know', 'pistol', 'load', 'not', 'wear', 'mask', 'point', 'pistol', 'that', 'attempt', 'deprav', 'indiffer', 'murder', 'hook', 'em']",0,en,
56,56,1297036333580341249,2020-08-22,kimgtrue2me,,"How ignorant can people be to continue to support the man who doesn't do a damn thing to get rid of #COVID19! Do you like loved ones dying, no school, sports, or entertainment, wearing a mask, no parties, graduations? Why continue vote for someone who refuses to end covid19?",0,0,['COVID19'],"How ignorant can people be to continue to support the man who doesn't do a damn thing to get rid of ! Do you like loved ones dying, no school, sports, or entertainment, wearing a mask, no parties, graduations? Why continue vote for someone who refuses to end covid19?","['how', 'ignor', 'peopl', 'continu', 'support', 'man', ""n't"", 'damn', 'thing', 'get', 'rid', '!', 'Do', 'like', 'love', 'one', 'die', 'school', 'sport', 'entertain', 'wear', 'mask', 'parti', 'graduat', 'whi', 'continu', 'vote', 'someon', 'refus', 'end', 'covid19']",0,en,
57,57,1294077188187344896,2020-08-13,georganneb,,News flash. I don't care how many #COVID19 cases there are. I don't want to hear any more about masks or social distancing. I'm tired. Fed up. This constant fear mongering and suppression of rights is exhausting. Time to get back to living.,23,84,['COVID19'],News flash. I don't care how many cases there are. I don't want to hear any more about masks or social distancing. I'm tired. Fed up. This constant fear mongering and suppression of rights is exhausting. Time to get back to living.,"['new', 'flash', ""n't"", 'care', 'mani', 'case', ""n't"", 'want', 'hear', 'mask', 'social', 'distanc', ""'m"", 'tire', 'fed', 'thi', 'constant', 'fear', 'monger', 'suppress', 'right', 'exhaust', 'time', 'get', 'back', 'live']",0,en,
58,58,1292274725570387969,2020-08-08,alicesim,,If you’re interested in making your own mask or purchasing a fabric mask - #WHO has released the latest evidence on the ideal 3-layer mask composition and materials #masks #COVID19 …,13,31,"['WHO', 'masks', 'COVID19']",If youre interested in making your own mask or purchasing a fabric mask - has released the latest evidence on the ideal -layer mask composition and materials,"['If', 'your', 'interest', 'make', 'mask', 'purchas', 'fabric', 'mask', '-', 'releas', 'latest', 'evid', 'ideal', '-layer', 'mask', 'composit', 'materi']",0,en,
59,59,1292196522243706880,2020-08-08,damonmotzstorey,,"I wear a mask every day, @OregonGovBrown, but I cannot do anything about #COVID19 hotspots in our state prisons. Only you can fix that. Lawmakers gave you a list of safe release criteria that apply to 2,000 inmates. You commuted 57 sentences. It's time to step up and do more. …",25,56,['COVID19'],"I wear a mask every day, , but I cannot do anything about hotspots in our state prisons. Only you can fix that. Lawmakers gave you a list of safe release criteria that apply to inmates. You commuted sentences. It's time to step up and do more.","['wear', 'mask', 'everi', 'day', 'anyth', 'hotspot', 'state', 'prison', 'onli', 'fix', 'lawmak', 'gave', 'list', 'safe', 'releas', 'criteria', 'appli', 'inmat', 'you', 'commut', 'sentenc', 'It', ""'s"", 'time', 'step']",0,en,
60,60,1292231540739645441,2020-08-08,murphelaw,,I took a drive through #OldOrchardBeach this afternoon. All the motel parking lots were full. All the “No Vacancy” signs were lit up. The sidewalks were packed with pedestrians. Physical distancing was impossible. I didn’t see a single mask. Not one. #MEpolitics #COVID19 #OOB,2,17,"['OldOrchardBeach', 'MEpolitics', 'COVID19', 'OOB']",I took a drive through this afternoon. All the motel parking lots were full. All the No Vacancy signs were lit up. The sidewalks were packed with pedestrians. Physical distancing was impossible. I didnt see a single mask. Not one.,"['took', 'drive', 'afternoon', 'all', 'motel', 'park', 'lot', 'full', 'all', 'No', 'vacanc', 'sign', 'lit', 'the', 'sidewalk', 'pack', 'pedestrian', 'physic', 'distanc', 'imposs', 'didnt', 'see', 'singl', 'mask', 'not', 'one']",0,en,
61,61,1292098166641381377,2020-08-08,jblasconyc,,"Aside from the lack of mask facing we saw, thank you @BellevueHosp for our #COVID19 test. 3rd test in the past 4 months. Make it a routine! There was a 1.5 hour wait but we stayed. pic.twitter.com/bDI1mX2Qn4",2,13,['COVID19'],"Aside from the lack of mask facing we saw, thank you for our test. rd test in the past months. Make it a routine! There was a hour wait but we stayed.","['asid', 'lack', 'mask', 'face', 'saw', 'thank', 'test', 'rd', 'test', 'past', 'month', 'make', 'routin', '!', 'there', 'hour', 'wait', 'stay']",0,en,
62,62,1292067737003581441,2020-08-08,thebrandihaynie,,The English teacher in me is in need of this mask 😂 #COVID19 #teacherhumor #facemasks pic.twitter.com/u3WmZqkxQ5,0,13,"['COVID19', 'teacherhumor', 'facemasks']",The English teacher in me is in need of this mask,"['the', 'english', 'teacher', 'need', 'mask']",0,en,
63,63,1292047446076469248,2020-08-08,christianne67,,"No masks required as 250,000 expected at 10-day Sturgis Motorcycle Rally … Here's what to know; they're idiots @ArcheeDebunker #PublicHealth 😷 #COVID19 #Sturgis2020 🗳 #VoteOutThegop #tRumpTrainWreck ⚰ #MaskItOrCasket #SocialDistancing ☠ #COVIDIOTS pic.twitter.com/dCdcHjhByi",8,9,"['PublicHealth', 'COVID19', 'Sturgis2020', 'VoteOutThegop', 'tRumpTrainWreck', 'MaskItOrCasket', 'SocialDistancing', 'COVIDIOTS']",No masks required as expected at -day Sturgis Motorcycle Rally Here's what to know; they're idiots,"['No', 'mask', 'requir', 'expect', '-day', 'sturgi', 'motorcycl', 'ralli', 'here', ""'s"", 'know', ""'re"", 'idiot']",0,en,
64,64,1292012325814382593,2020-08-08,samxquinn,Tacology 101,"Sangamon County’s already one of thirteen (I believe) counties that have been placed at a “warning level” from the state. Yet no masks or distancing are mandated, enforced by the local police. #COVID19 #springfieldIL @217Problems pic.twitter.com/P2G1n3iKTT – at Tacology 101",3,11,"['COVID19', 'springfieldIL']","Sangamon Countys already one of thirteen (I believe) counties that have been placed at a warning level from the state. Yet no masks or distancing are mandated, enforced by the local police. at Tacology","['sangamon', 'counti', 'alreadi', 'one', 'thirteen', 'believ', 'counti', 'place', 'warn', 'level', 'state', 'yet', 'mask', 'distanc', 'mandat', 'enforc', 'local', 'polic', 'tacolog']",0,en,
65,65,1291964369862111232,2020-08-08,byrdtonia,,"But the interaction will not be the same as before COVID19. Most schools are requiring masks, six feet apart at all times, no sharing of materials -- kids mainly just looking at others. My son is fine with interacting with his friends via PS4 and other tech outlets until safer.",0,0,[],"But the interaction will not be the same as before COVID19. Most schools are requiring masks, six feet apart at all times, no sharing of materials -- kids mainly just looking at others. My son is fine with interacting with his friends via PS4 and other tech outlets until safer.","['but', 'interact', 'covid19', 'most', 'school', 'requir', 'mask', 'six', 'feet', 'apart', 'time', 'share', 'materi', '--', 'kid', 'mainli', 'look', 'other', 'My', 'son', 'fine', 'interact', 'friend', 'via', 'ps4', 'tech', 'outlet', 'safer']",0,en,
66,66,1291415061714665475,2020-08-06,mikenormandirt,,How in the world did @GovMikeDeWine get covid19 if he was wearing a mask and social distancing and doing everything he says works to stop the spread?,9,160,[],How in the world did get covid19 if he was wearing a mask and social distancing and doing everything he says works to stop the spread?,"['how', 'world', 'get', 'covid19', 'wear', 'mask', 'social', 'distanc', 'everyth', 'say', 'work', 'stop', 'spread']",0,en,
67,67,1291327328761581568,2020-08-06,unrealbluegrass,,America has a short span of attention except during war. COVID19 surprised our psyche. Some knee jerkers wanted to believe this disease was just a breeze. It now sits stagnant over the world. Take a breath through your mask and be patient and prudent.,8,45,[],America has a short span of attention except during war. COVID19 surprised our psyche. Some knee jerkers wanted to believe this disease was just a breeze. It now sits stagnant over the world. Take a breath through your mask and be patient and prudent.,"['america', 'short', 'span', 'attent', 'except', 'war', 'covid19', 'surpris', 'psych', 'some', 'knee', 'jerker', 'want', 'believ', 'diseas', 'breez', 'It', 'sit', 'stagnant', 'world', 'take', 'breath', 'mask', 'patient', 'prudent']",0,en,
68,68,1291271764383735808,2020-08-06,ellenkuwana,,"Maybe in reverse: kids in costumes stand in their doorways and masked adults walk down streets w candy, keeping apart, and throw candy at the open doorways? #Halloween in the time of #COVID19 @JRMorber …",0,0,"['Halloween', 'COVID19']","Maybe in reverse: kids in costumes stand in their doorways and masked adults walk down streets w candy, keeping apart, and throw candy at the open doorways? in the time of","['mayb', 'revers', ':', 'kid', 'costum', 'stand', 'doorway', 'mask', 'adult', 'walk', 'street', 'w', 'candi', 'keep', 'apart', 'throw', 'candi', 'open', 'doorway', 'time']",0,en,
69,69,1291237965797023744,2020-08-06,sharleesmad,,"Omg this kid is a hero ,and the school should be shut down for not keeping their students safe .there needs to be more people taking vids and pics of people not wearing masks,having huge parties .just crazy trump. Supporters who believe they won't catch covid19 karma is a ...",1,3,[],"Omg this kid is a hero ,and the school should be shut down for not keeping their students safe .there needs to be more people taking vids and pics of people not wearing masks,having huge parties .just crazy trump. Supporters who believe they won't catch covid19 karma is a ...","['omg', 'kid', 'hero', 'school', 'shut', 'keep', 'student', 'safe', '.there', 'need', 'peopl', 'take', 'vid', 'pic', 'peopl', 'wear', 'mask', 'huge', 'parti', '.just', 'crazi', 'trump', 'support', 'believ', 'wo', ""n't"", 'catch', 'covid19', 'karma', '...']",0,en,
70,70,1297582121167523841,2020-08-23,cdcgov,,#DYK? Your mask should cover your nose AND mouth to help protect others and slow the spread of #COVID19. Learn how to wear your mask correctly. #WearAMask #DoYourPart pic.twitter.com/CewXaxWUAB,518,609,"['DYK', 'COVID19', 'WearAMask', 'DoYourPart']",? Your mask should cover your nose AND mouth to help protect others and slow the spread of . Learn how to wear your mask correctly.,"['your', 'mask', 'cover', 'nose', 'and', 'mouth', 'help', 'protect', 'other', 'slow', 'spread', 'learn', 'wear', 'mask', 'correctli']",0,en,
71,71,1297549417311096838,2020-08-23,montyboa99,,"POUTS, you haven't cared about: - funding for testing centers - mfg and distribution of PPE - obtaining readily-available, quick-turnaround test kits from WHO - mandatory mask orders - safe reopening Now we're supposed to think you care about ""#COVID19-sanitized"" dropboxes? pic.twitter.com/Rdu9QrT9aE",41,99,['COVID19'],"POUTS, you haven't cared about: - funding for testing centers - mfg and distribution of PPE - obtaining readily-available, quick-turnaround test kits from WHO - mandatory mask orders - safe reopening Now we're supposed to think you care about ""-sanitized"" dropboxes?","['pout', ""n't"", 'care', ':', '-', 'fund', 'test', 'center', '-', 'mfg', 'distribut', 'ppe', '-', 'obtain', 'readily-avail', 'quick-turnaround', 'test', 'kit', 'who', '-', 'mandatori', 'mask', 'order', '-', 'safe', 'reopen', 'now', ""'re"", 'suppos', 'think', 'care', '``', '-sanit', ""''"", 'dropbox']",0,en,
72,72,1297549611591245827,2020-08-23,henrycountyhd,,We can all help our kids be more comfortable with wearing their mask during the school day. #COVID19 #ProtectingHenryCounty pic.twitter.com/dp1NddtZw5,2,0,"['COVID19', 'ProtectingHenryCounty']",We can all help our kids be more comfortable with wearing their mask during the school day.,"['We', 'help', 'kid', 'comfort', 'wear', 'mask', 'school', 'day']",0,en,
73,73,1297520585656811521,2020-08-23,vivekdasilva,,Seriously? How heavy is a mask to carry?? #covid19 #masks #stannespark pic.twitter.com/6VtibVblL1,2,13,"['covid19', 'masks', 'stannespark']",Seriously? How heavy is a mask to carry??,"['serious', 'how', 'heavi', 'mask', 'carri']",0,en,
74,74,1297492044248752128,2020-08-23,palomitica29,,My new normal: the characters in my dreams wear masks. Does anyone else have pandemic dreams? Or should I call them nightmares? #COVID19,0,6,['COVID19'],My new normal: the characters in my dreams wear masks. Does anyone else have pandemic dreams? Or should I call them nightmares?,"['My', 'new', 'normal', ':', 'charact', 'dream', 'wear', 'mask', 'doe', 'anyon', 'els', 'pandem', 'dream', 'Or', 'call', 'nightmar']",0,en,
75,75,1297434326523576321,2020-08-23,cazza1h,,"What exactly is the guidance now for Covid? 2m and 1m+ and face masks I know, but as for the rest the gov website doesn't set it out clearly to me, think the public need some clarity #COVID19 @MattHancock @CMO_England",0,0,['COVID19'],"What exactly is the guidance now for Covid? m and m+ and face masks I know, but as for the rest the gov website doesn't set it out clearly to me, think the public need some clarity","['what', 'exactli', 'guidanc', 'covid', 'm+', 'face', 'mask', 'know', 'rest', 'gov', 'websit', ""n't"", 'set', 'clearli', 'think', 'public', 'need', 'clariti']",0,en,
76,76,1297398658573328385,2020-08-23,warconspiracies,,If you deal in asbestos and are wearing a mask having a beard fibres can move through the beard that's why you need full cover of your face. I wonder if it's the same as #COVID19,0,2,['COVID19'],If you deal in asbestos and are wearing a mask having a beard fibres can move through the beard that's why you need full cover of your face. I wonder if it's the same as,"['If', 'deal', 'asbesto', 'wear', 'mask', 'beard', 'fibr', 'move', 'beard', ""'s"", 'need', 'full', 'cover', 'face', 'wonder', ""'s""]",0,en,
77,77,1296644298285383680,2020-08-20,inspiringu2,,"Don't text while driving. Use your seatbelt. And, ALWAYS wear your mask! #COVID19 pic.twitter.com/6y7LgEWjQF",24,83,['COVID19'],"Don't text while driving. Use your seatbelt. And, ALWAYS wear your mask!","['Do', ""n't"", 'text', 'drive', 'use', 'seatbelt', 'and', 'alway', 'wear', 'mask', '!']",0,en,
78,78,1296536253517762564,2020-08-20,cdcemergency,,Does wearing a mask mean you don’t have to practice social distancing? The answer is no. Wearing a mask while in public AND maintaining 6 feet of distance from other people are two actions to help stop the spread of #COVID19. Learn more: pic.twitter.com/VHyf9lRO9s,352,516,['COVID19'],Does wearing a mask mean you dont have to practice social distancing? The answer is no. Wearing a mask while in public AND maintaining feet of distance from other people are two actions to help stop the spread of . Learn more:,"['doe', 'wear', 'mask', 'mean', 'dont', 'practic', 'social', 'distanc', 'the', 'answer', 'wear', 'mask', 'public', 'and', 'maintain', 'feet', 'distanc', 'peopl', 'two', 'action', 'help', 'stop', 'spread', 'learn', ':']",0,en,
79,79,1296446892117721088,2020-08-20,governortomwolf,,"People who survive #COVID19 can experience serious long-term complications. Please take COVID seriously: Wash your hands, keep your physical distance from others, wear masks out in public, and stay home if you are sick. …",117,394,['COVID19'],"People who survive can experience serious long-term complications. Please take COVID seriously: Wash your hands, keep your physical distance from others, wear masks out in public, and stay home if you are sick.","['peopl', 'surviv', 'experi', 'seriou', 'long-term', 'complic', 'pleas', 'take', 'covid', 'serious', ':', 'wash', 'hand', 'keep', 'physic', 'distanc', 'other', 'wear', 'mask', 'public', 'stay', 'home', 'sick']",0,en,
80,80,1296593065570861066,2020-08-20,soloyochapin,,It's sad and scary to see so many #MAGA cult members not wearing a mask as they salute their cult leader @realDonaldTrump who is basically letting them all die of #COVID19 #VoteBlueToSaveAmerica #TrumpLiesAmericansDie … pic.twitter.com/M6ryqaFoia,72,573,"['MAGA', 'COVID19', 'VoteBlueToSaveAmerica', 'TrumpLiesAmericansDie']",It's sad and scary to see so many cult members not wearing a mask as they salute their cult leader who is basically letting them all die of,"['It', ""'s"", 'sad', 'scari', 'see', 'mani', 'cult', 'member', 'wear', 'mask', 'salut', 'cult', 'leader', 'basic', 'let', 'die']",0,en,
81,81,1296491718544695300,2020-08-20,fdafood,,The best way to prevent #COVID19 is to avoid being exposed to it. Wash your hands often with soap & water; cover your mouth & nose with a non-surgical mask when around others; avoid crowds & practice social distancing. More tips:,10,9,['COVID19'],The best way to prevent is to avoid being exposed to it. Wash your hands often with soap & water; cover your mouth & nose with a non-surgical mask when around others; avoid crowds & practice social distancing. More tips:,"['the', 'best', 'way', 'prevent', 'avoid', 'expos', 'wash', 'hand', 'often', 'soap', '&', 'water', 'cover', 'mouth', '&', 'nose', 'non-surg', 'mask', 'around', 'other', 'avoid', 'crowd', '&', 'practic', 'social', 'distanc', 'more', 'tip', ':']",0,en,
82,82,1296460771044491264,2020-08-20,cdcemergency,,#WearAMask that covers your nose and mouth to help protect others and slow the spread of #COVID19. Learn how to wear your mask correctly: #DoYourPart pic.twitter.com/KRuZvN1NRO,220,222,"['WearAMask', 'COVID19', 'DoYourPart']",that covers your nose and mouth to help protect others and slow the spread of . Learn how to wear your mask correctly:,"['cover', 'nose', 'mouth', 'help', 'protect', 'other', 'slow', 'spread', 'learn', 'wear', 'mask', 'correctli', ':']",0,en,
83,83,1296447001459122177,2020-08-20,wearingiscaring,,"Are face shields effective? Compared to masks, face shields add the benefit of eye protection, but they fail to block smaller aerosols. Therefore, face shields can be worn with masks but they CANNOT replace masks. Learn more at … #COVID19 #WearAMask pic.twitter.com/tQ3XI0N0Qf",108,171,"['COVID19', 'WearAMask']","Are face shields effective? Compared to masks, face shields add the benefit of eye protection, but they fail to block smaller aerosols. Therefore, face shields can be worn with masks but they CANNOT replace masks. Learn more at","['are', 'face', 'shield', 'effect', 'compar', 'mask', 'face', 'shield', 'add', 'benefit', 'eye', 'protect', 'fail', 'block', 'smaller', 'aerosol', 'therefor', 'face', 'shield', 'worn', 'mask', 'can', 'not', 'replac', 'mask', 'learn']",0,en,
84,84,1296416701077049344,2020-08-20,pennsylvaniagov,,"Want to get crafty, stay fashionable, and help stop the spread of #COVID19? Make your own cloth mask! Here’s how ⤵️ #MaskUpPA pic.twitter.com/aDKVn0HiBE",11,37,"['COVID19', 'MaskUpPA']","Want to get crafty, stay fashionable, and help stop the spread of ? Make your own cloth mask! Heres how","['want', 'get', 'crafti', 'stay', 'fashion', 'help', 'stop', 'spread', 'make', 'cloth', 'mask', '!', 'here']",0,en,
85,85,1296334314838175744,2020-08-20,deko_gurl,,Finally wore my new @simplyseattle mask tonight & the Mariners won! #simplyseattle #mask #gomariners #pnw #covid19 pic.twitter.com/RUlluMw4vR,0,1,"['simplyseattle', 'mask', 'gomariners', 'pnw', 'covid19']",Finally wore my new mask tonight & the Mariners won!,"['final', 'wore', 'new', 'mask', 'tonight', '&', 'marin', '!']",0,en,
86,86,1296311906362417152,2020-08-20,highchimp,,People of Planet Earth who opt to wear face masks over your chin rather than mouth & nose: Do you also wear condoms over your balls rather than penis? #coronavirus #COVID19,0,0,"['coronavirus', 'COVID19']",People of Planet Earth who opt to wear face masks over your chin rather than mouth & nose: Do you also wear condoms over your balls rather than penis?,"['peopl', 'planet', 'earth', 'opt', 'wear', 'face', 'mask', 'chin', 'rather', 'mouth', '&', 'nose', ':', 'Do', 'also', 'wear', 'condom', 'ball', 'rather', 'peni']",0,en,
87,87,1295788611879788544,2020-08-18,multcohealth,,Wearing a mask says everything. #COVID19 #WearAMask pic.twitter.com/1SGW0IcKXU,7,12,"['COVID19', 'WearAMask']",Wearing a mask says everything.,"['wear', 'mask', 'say', 'everyth']",0,en,
88,88,1295783402289995779,2020-08-18,conversationca,,Parents and teachers: What questions do you have about kids and masks at school? We’ll answer frequently asked questions in an upcoming article. #CoronavirusTC #COVID19 pic.twitter.com/wb2dA5Ans2,7,7,"['CoronavirusTC', 'COVID19']",Parents and teachers: What questions do you have about kids and masks at school? Well answer frequently asked questions in an upcoming article.,"['parent', 'teacher', ':', 'what', 'question', 'kid', 'mask', 'school', 'well', 'answer', 'frequent', 'ask', 'question', 'upcom', 'articl']",0,en,
89,89,1295897594053500928,2020-08-18,pushyourself2bg,,🚨🚨NEW VIDEO ALERT 🚨🚨 im wondering if mask and social distancing will be our new norm?! Lets do our part and keep implementing! #SocialDistancing #pandemic #COVID19 pic.twitter.com/WZU4byYjJi,0,0,"['SocialDistancing', 'pandemic', 'COVID19']",NEW VIDEO ALERT im wondering if mask and social distancing will be our new norm?! Lets do our part and keep implementing!,"['new', 'video', 'alert', 'im', 'wonder', 'mask', 'social', 'distanc', 'new', 'norm', '!', 'let', 'part', 'keep', 'implement', '!']",0,en,
90,90,1295734248977170440,2020-08-18,hhsgov,,"As we all continue to prevent the spread of #COVID19, protect your community by wearing a mask if you need to be in public. Learn more from the @CDCgov: . pic.twitter.com/c0HJfV04nd",182,286,['COVID19'],"As we all continue to prevent the spread of , protect your community by wearing a mask if you need to be in public. Learn more from the : .","['As', 'continu', 'prevent', 'spread', 'protect', 'commun', 'wear', 'mask', 'need', 'public', 'learn', ':']",0,en,
91,91,1295703988713787392,2020-08-18,kcbankruptcy,,"As of today 1,454 Missourians will never experience another sunrise because they lost their life to #COVID19 during @GovParsonMO watch. Wear a mask @GovParsonMO and save lives.",7,18,['COVID19'],As of today Missourians will never experience another sunrise because they lost their life to during watch. Wear a mask and save lives.,"['As', 'today', 'missourian', 'never', 'experi', 'anoth', 'sunris', 'lost', 'life', 'watch', 'wear', 'mask', 'save', 'live']",0,en,
92,92,1295691919973023744,2020-08-18,governortomwolf,,"About 1 in 4 #COVID19 deaths can be prevented from now through December 1 if more of us wear masks, according to @UW’s Institute for Health Metrics and Evaluation. …",126,551,['COVID19'],"About in deaths can be prevented from now through December if more of us wear masks, according to Institute for Health Metrics and Evaluation.","['about', 'death', 'prevent', 'decemb', 'us', 'wear', 'mask', 'accord', 'institut', 'health', 'metric', 'evalu']",0,en,
93,93,1295670249212325888,2020-08-18,bentnews,,"Downward #COVID19 trends in NC! Why? Experts say the 6/26 mask mandate. The CDC recommended masks in early April. That means we spent 3 months begging skeptics to wear them. Months. People got sick. People died. A reminder: trust the scientists, not your crazy uncle. #WakeUpCLT pic.twitter.com/l6j1Gx0eHL",111,499,"['COVID19', 'WakeUpCLT']","Downward trends in NC! Why? Experts say the /26 mask mandate. The CDC recommended masks in early April. That means we spent months begging skeptics to wear them. Months. People got sick. People died. A reminder: trust the scientists, not your crazy uncle.","['downward', 'trend', 'NC', '!', 'whi', 'expert', 'say', '/26', 'mask', 'mandat', 'the', 'cdc', 'recommend', 'mask', 'earli', 'april', 'that', 'mean', 'spent', 'month', 'beg', 'skeptic', 'wear', 'month', 'peopl', 'got', 'sick', 'peopl', 'die', 'A', 'remind', ':', 'trust', 'scientist', 'crazi', 'uncl']",0,en,
